"date","symbol","reportedCurrency","cik","filingDate","acceptedDate","fiscalYear","period","revenue","costOfRevenue","grossProfit","researchAndDevelopmentExpenses","generalAndAdministrativeExpenses","sellingAndMarketingExpenses","sellingGeneralAndAdministrativeExpenses","otherExpenses","operatingExpenses","costAndExpenses","netInterestIncome","interestIncome","interestExpense","depreciationAndAmortization","ebitda","ebit","nonOperatingIncomeExcludingInterest","operatingIncome","totalOtherIncomeExpensesNet","incomeBeforeTax","incomeTaxExpense","netIncomeFromContinuingOperations","netIncomeFromDiscontinuedOperations","otherAdjustmentsToNetIncome","netIncome","netIncomeDeductions","bottomLineNetIncome","eps","epsDiluted","weightedAverageShsOut","weightedAverageShsOutDil"
"2022-12-31","000001.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",179750000000,0,179750000000,0,49387000000,0,49387000000,1727000000,51114000000,51114000000,130130000000,228878000000,98748000000,6026000000,687000000,-5339000000,5339000000,156001000000,-187000000,57253000000,11737000000,45516000000,0,-2849000000,45516000000,0,42667000000,2.2,2.2,19406000000,19406000000
"2022-12-31","000002.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",503838367358,405319286979,98519080379,685861706,9584138376,12412367172,21996505549,24394222455,47076589711,452395876691,9306829808,3571437139,5886551777,428842406569,68491242596,46252965565,5776080804,52006935659,379249759,52386185416,14835276111,37612558798,0,0,37550909305,0,22688551801,3.24,3.24,11593943319,11593943319
"2022-12-31","000004.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",166463289,104272724,62190565,45165536,8771445,36555092,45326538,13379675,103871750,208144475,1368327,1724947,314669,15332999,-599088088,-615876046.15,5164662,-41681185.31,-5479331.779999971,-616190715.78,-20239023.06,-595826215,0,0,-595951692.72,7.429999947547913,-595037295.43,-4.07,-4.07,146353898,146353898
"2022-12-31","000005.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",283743655,246703512,37040143,14389319,19894570,7766779,27661350,42031239,84081909,330785422,10241856,22958497,12716641,43482987,-3558779.64,-153182080,73507248,-47041766.85,-86223889.33000001,-165898721.33,-4948958.14,-160949763.19000003,0,0,-160949763.19000003,0,-160949763.19000003,-0.15,-0.15,1058536842,1058536842
"2022-12-31","000006.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",3699813551,2270502785,1429310766,0.19199742472325773,151695304,93890533,245585838,272094150,517679989,2788182775,-200456130.95,35369553,235825684,2571218216,1083951302,968491885,-236445346,1023754885,619667,732666201,284624068,448042133,-74558312,74558311,419619088,0,419619088,0.31,0.31,1349995046,1349995046
"2022-12-31","000007.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",220838034,176734440,44103594,0,5578019,11214718,16792738,19155893,35948632,212683072,733716,1592612,764330,11367781,7161986,-4300363.33,519645,-3780717.829999999,-1283975.1700000009,-5064693.64,1263689,-6295538,0,0.3799999998882413,-6328383.24,0,-5340611.62,-0.0183,-0.0183,346448044,346448044
"2022-12-31","000008.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",1772952858,1145700605,627252253,197931739,71158365,319133069,390291435,228754343,816977518,1962678123,-178346959.87,4995063,175589045,149653377,-636742612,-721515484.69,-172256524.30999994,-129847551.54000002,-3332520.980000019,-897104529.98,-49843716.67,-847260816,0,0,-847260813.3100001,-3.5299999713897705,-846257790.47,-0.31,-0.31,2716377683,2716377683
"2022-12-31","000009.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",32032835711,25623068431,6409767280,1508490891,252483931,1117129730,1369613662,1032504882,3910609435,29533677867,-450679956.63,128587391,558665316,885656202,4178845265,3293189063,-418964767,2874224296,-4914592,2869309700,401297606,2468283511,0,0,2468012094,0,1157117454,0.96,0.96,2579213965,2579213965
"2022-12-31","000010.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",613053300,542738042,70315258,0,22516236,0,22516236,23345953,45862190,588600233,-107019326.39,8376748,114619918,13381200,-557896644,-572054003.37,-104623342.92999995,22057084,-9996574.700000048,-686673921.98,-96314.21,-686577607,0,0.009999990463256836,-686577607.77,0,-535790918.99,-0.73,-0.73,939324893,939324893
"2022-12-31","000011.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",3708669046,1978777621,1729891425,3244129,62712659,53541997,116254657,973715595,1093214381,3071992002,-51171371.02,21591864,64941564,119985552,941440747,815673983,-69582675,746091308,4641110,750732418,221391811,529010293,0,1,537291574,0,537291574,0.9,0.9,595979092,595979092
"2022-12-31","000012.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",15198706998,11006795373,4191911625,644146614,149786234,313754976,463541210,516258682,1623946506,12630741879,-144746283,71751429,212724263,1001152242,3496524901,2495372659,-232122806,2263249853,15625094,2278874947,235487759,2043387188,0,0,2037202500,0,2037202500,0.66,0.66,3070692107,3070692107
"2022-12-31","000014.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",763601802,452639637,310962165,0.49314583700131576,8074553,30257777,38332331,140243160,178575492,631215129,13431944,3020334,359076,562896749,359755916,324510317,-208076905,352715578,218575429,335008841,86962947,248045893,0,1,248678665,0,248678665,1.03,1.03,242046224,242046224
"2022-12-31","000016.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",29607854255,28788638393,819215862,543882024,226814624,1240144735,1466959360,-91606604.11999989,1919234780,30707873174,-720715950.23,237115652,913721408,605940989,-632518929,-1238459918,-729474733.5999999,82407852,-99585203.84000015,-2067519855.44,-297356565.55,-1892613080,0,123392733,-1770163289.89,0.6800000667572021,-1470466806.68,-0.74,-0.74,2407945408,2407945408
"2022-12-31","000017.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",444762238,416884753,27877485,924567,2978476,5688257,8666734,8158322,17749625,434634378,196347,272353,32848445,1620107,-5016340,-6679218.81,1096402,26501951,-1129641,-6712457.84,1269885,-7982343,0,0.25,-7982343.22,0,-7616378.75,-0.0116,-0.0116,689184933,689184933
"2022-12-31","000019.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",8312723058,7172858434,1139864624,18549053,80105838,175760616,255866455,208548492,482964001,7655822436,-52328493.03,895316,52421870,171001068,697949649,523332732,-59431011,666915327,7009144,470910862,52611993,418468671,2813905,-2813908,420764671,0,420764671,0.36,0.36,1152535254,1152535254
"2022-12-31","000020.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",340426327300,159436067270,180990260030,19284569000,10882732000,65741462000,76624194000,55166419000,151075182000,310511249270,2017658390,2387662000,370004000,12509123653,38233961644,25724837991,4190239889,29915077880,-6829529700,23085548180,1494337260,21591210920,0,0,20383458970,0,20383458970,736.42,736.42,27679130,27679130
"2022-12-31","000020.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",664435128,594811719,69623409,8823821,12704894,9226743,21931637,17742833,48498293,643310013,-4924694.8,410981,5194784,20999180,41653349,20513282,4057756,24571038,-9252540,15318498,5190731,10127766,0,0,10127766,0,10127766,0.0358,0.0358,283161227,283161227
"2022-12-31","000021.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",16118375162,14181643369,1936731793,312947869,136435451,81332612,217768063,444420752,975136685,15156780054,-24464497.96,234050620,244502322,525265965,1513452629,1052321216,-244720912,1780049364,218589,807818894,119031610,688787283,-28448696,28448695,659052805,0,659052805,0.42,0.42,1560587588,1560587588
"2022-12-31","000023.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",363037617,393570643,-30533026,0,51624417,7401620,59026037,61563714,120589751,514160394,-11395168,3425893,14821061,57594774,-143554694.12,-254004085,69396720,-232932825.67,-84217784,-268825149.24,14760297,-283585446.96000004,0,0,-283585446.96000004,0,-283585446.96000004,-2.04,-2.04,138756240,138756240
"2022-12-31","000025.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",837656274,700289243,137367031,802753,6547878,22268204,28816083,41005648,70624485,770913729,4879232,5472748,338730,44591827,137130832,103181390,-4056923,99124467,3718199,102842659,21523196,81319463,0,1,83496135,0,83496135,0.19,0.19,431058320,431058320
"2022-12-31","000026.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",4354096880,2738972791,1615124089,61088585,25598746,931832830,957431577,205567751,1224087914,3963060705,-24242502.89,3923999,16846749,257812110,544655290,355968420,-15782684,340185736,-1064064,339121671,72440220,266681451,0,0,266681451,0,266681451,0.66,0.66,407033578,407033578
"2022-12-31","000027.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",37524716709,31014007247,6510709462,180503055,296861767,133874240,430736008,1186188042,1797427106,32811434353,-2066956630.14,341561319,2375868003,4420276183,9618902136,5282598120,397579230,5680177350,-3204627590,2937524842,464831738,2472693109,0,0,2198612414,766501666,1432110754,0.3,0.3,4757389916,4757389916
"2022-12-31","000028.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",73443136988,64516926009,8926210979,9066902,197702104,5272806473,5470508577,1034165716,6513741196,71030667206,-189077212.04,72935650,261908260,1487740693,3762296229,2572978377,-275381256,2306068620,13472995,2311070116,539332125,1771737990,0,0,1486707652,0,1486707652,2.67,2.67,556565124,556565124
"2022-12-31","000029.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",634384561,437052001,197332560,0,12881397,19217595,32098992,124101039,156200032,593252033,5122647,5315817,5122647,29320192,244206706,215603328,-1055709,214547619,1055710,215603328,66026457,149576872,178239,-178240,153718805,0,153718805,0.15,0.15,1011660000,1011660000
"2022-12-31","000030.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",12570517605,11512279154,1058238451,478801285,124728025,118200805,242928831,444809176,1166539293,12678818448,8608631,37500954,25042725,478801825,953015942,482663066,-35445170,447217896,10402445,457620341,-10845948.74,468887505,0,6,501168226,0,501168226,0.29,0.29,1719810845,1719810845
"2022-12-31","000031.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",39578691796,30056510654,9522181142,14557585,398742898,1554515960,1953258858,2542273059,4510089503,34566600157,-1873256769.99,814255522,2622721751,34711697635,5306764767,2191259196,1570464310,3761723506,-4193186058,-431462555.4,1791182880,-2222645435.64,2168514285,-2168514282,-2222645435.64,3.940000057220459,-2882769952.94,-0.52,-0.52,4286313339,4286313339
"2022-12-31","000032.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",51051921142,45227828100,5824093042,1527299104,295209656,915694171,1210903828,1381197364,4119400297,49347228397,-322594815.32,125156503,406472925,511947139,2128691464,1591527757,-211147728,1812764249,-195325197,1185054832,471496248,717676518,0,0,713558583,0.08000001311302185,-158404699.08,0.63,0.63,1138629746,1138629746
"2022-12-31","000034.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",115880020611,111333032431,4546988180,291154868,45052167,1952607334,1997659502,279858040,2568672411,113901704842,-345986596.22,34484945,380471542,112366606,1807405014,1704141797,314461410,2018603207,-694932952,1323670255,287645732,1036024522,-1.2100000008940697,1,1004405512,0,1004405512,1.57,1.56,641710652,643808417
"2022-12-31","000035.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",6706701979,5392086146,1314615833,64552981,167279982,46384617,213664599,246753719,524971300,5917057446,-217447064.41,29784434,251000319,591724619,1101340364,497700553,77331037,575031590,-324562533,250469054,128855896,121613158,53140,-53139,123485132,-2,123485134,0.0517,0.0517,2388032769,2388032769
"2022-12-31","000036.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",2343946610,1128569559,1215377051,0.37847327381791457,28997753,99411621,128409374,295389142,423798517,1552368077,-28853629.73,40616820,68952907,1301808411,912010889,857320065,-71012012,786308053,2059110,788367158,189126340,599240817,0,-1,599240817,0,435747116,0.4,0.4,1483934025,1483934025
"2022-12-31","000037.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",694227657,804679323,-110451666,25647534,15519302,375055,15894358,59648304,101190197,905869520,-32602885.83,8790975,40218036,41071159,-106756677,-145367903.99,-38065852.75,-183433756.74,-2152184.2299999893,-185585940.97,-63080.11,-185522860.86,-3635762.8099999726,3635763,-185522860.85999998,0,-160163240.67,-0.31,-0.31,602762596,602762596
"2022-12-31","000039.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",141536654000,119911750000,21624904000,2463228000,1958845000,2452009000,4410854000,5063319000,11937401000,131849151000,161838000,322352000,1335402000,3514404000,11775036000,8260632000,-755424000,7505208000,-567357000,6937851000,2336709000,4601142000,0,0,4601142000,0,3219226000,0.85,0.85,5392520385,5392520385
"2022-12-31","000040.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",117058740510,100028216600,17030523910,4386520000,2249658000,3613594000,5863252000,13015143000,23264915000,123293131600,-7280693250,299240260,7578742580,4718401000,-6710546654,-11428947240,5194554270,-4630905860,-12773297272,-19007690240,-6006410590,-13001279640,0,4,-13001279650,-6,-6681068750,-446.28,-446.28,29132724,29132724
"2022-12-31","000040.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",3036207794,2531791962,504415832,25582595,50057459,8295531,58352990,68388528,152324114,2684116076,-567981064.25,1783891,549437347,407303252,665313801,267326874,-78418243,526370193,-471019104.26,-282110473.26,26509824,-307811068,166073,1.664739102125168e-8,-308620297.89,0.8999999761581421,-308299012.9,-0.21,-0.21,1486873870,1486873870
"2022-12-31","000042.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",7083041153,4547225341,2535815812,9440594,57729054,258539727,316268782,1161163086,1486872463,6034097804,-439218548.2,56900857,493894297,184178122,1164293478,986052446,206752253,1192804699,-700646551,492158148,483152357,9110911,0,0,9005791,0,79768111,0.0135,0.0135,664831139,664831139
"2022-12-31","000045.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",2837988264,2374005896,463982368,80520155,21842955,35962529,57805485,88102900,226428541,2600434437,-27513470.1,8327248,31131112,272471946,346132615,75479955,-38647138,282640709,7516025,44348842,-67443123.52,111791965,0,0,111791966,0,73309182,0.22,0.22,506521849,506521849
"2022-12-31","000046.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",12894976240,7499874959,5395101281,0,888789116,24917585,913706701,3739996274,4653702975,12153577934,-3849872884,62689095,3912561979,-6389030212.2699995,-9316320173,-8853532047,9594930352,741398305,-15250992566.91,-14509594261.91,-1218103501.84,-13291490760.07,0,0,-13291490760.07,0,-13291490760.07,-2.56,-2.56,5196165031,5196165032
"2022-12-31","000048.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",5995656104,3973013550,2022642554,37481779,78386927,265339793,343726720,505674650,886883150,4859896701,-36552761.95,36368506,65809332,453429353,1505592466,1059697583,-12461230,1047236353,-53811202,993425150,197328906,783807898,-12288347,12288344,773073916,0,773073916,1.48,1.48,523239249,523239249
"2022-12-31","000049.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",21749126094,19606307451,2142818643,550750186,58736054,126685518,185421573,352645422,1088817183,20695124634,-56145950.7,168503585,223651093,369312252,1588518520,1213080516,-226006079,987074437,2354990,989429422,137081120,852348307,5127305,-5127310,866209024,0,866209024,2.67,2.67,323993345,323993345
"2022-12-31","000050.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",389227582830,263039745840,126187836990,24191020,3056269050,73084427410,76140696460,18127643120,94292530600,357332276440,-11711706450,93935570,7082149520,41454452423,62159016045,20704563622,11190742648,18099045650,-30246990620,1648315650,-2766934100,4415250640,-880,-10,4415025700,0,4415025700,177.17,177.17,24919396,24919396
"2022-12-31","000050.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",31447476894,27390325273,4057151621,2732057566,296785231,419800718,716585949,-426072013.1999998,3022571502,30412896775,-764937987.75,136833118,892274970,4079357991,5237650386,1158292395,245121959,1403414354,-1239223856,164190497,56395836,106964410,92330794,-92330795,111690919,0,111690919,0.0454,0.0454,2457747661,2457747661
"2022-12-31","000055.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",3846975948,2917753967,929221981,161812913,28299373,54970163,83269536,181882818,426965268,3344719236,-80370075.34,24201274,123583163,51362847,483104734,427810674,-15330267,526223587,-85251077,327229330,41074830,286154500,249902,-249903,282933854,0,282933854,0.26,0.26,1073874227,1073874227
"2022-12-31","000056.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",663174655,211606045,451568610,0,30367368,13075524,43442892,74063072,117505965,329112011,-579603503.27,316724,579650546,55399453,-791383455,-851193737.92,1185256380,334062643,-1761435389,-1430174671.72,-229676283.85,-1197643716.45,2801929,-2801925,-1200498387.8700001,4.930000066757202,-1228081041.93,-1.05,-1.05,1141599118,1141599118
"2022-12-31","000058.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",1828803853,1543095927,285707926,9896160,33254076,18961767,52215843,99645910,161757913,1704853841,-51199095.46,12161086,61615270,183090530,343913578,160823048,5129987,165953035,-99610930,66342105,26289859,40052245,0,0,40052245,0,15776322,0.0325,0.0325,1231200672,1231200672
"2022-12-31","000059.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",49062144367,40950057521,8112086846,144473890,375126460,340218236,715344696,5977256482,6837075069,47787132590,-260227993.61,94846297,344009912,1679717908,2852768301,1166482402,241577730,1408060132,-585587642,822472490,221687680,601207724,-4496393,4496391,529199044,0,529199044,0.33,0.33,1599442537,1599442537
"2022-12-31","000060.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",55437255672,52580935133,2856320539,385476423,127119114,152139153,279258267,597027637,1261762329,53842697462,-201943177.76,41026928,228606468,821544339,2394405791,1607682169,-218941770,1388740399,-9664696,1379075701,143720956,1235354747,-65123711,65123708,1212289355,0,1212289355,0.33,0.28,3673604106,4329604840
"2022-12-31","000061.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",4353580540,3148238915,1205341625,16790164,79232406,118308184,197540590,-10196102,551278089,3699517004,-195012391.69,37576592,226637368,551719078,1210535958,743857579,-216441266,527416313,-10196102,517220211,189881254,331870785,-1.4901161193847656e-8,1.4901161193847656e-8,202305342,0,202305342,0.12,0.12,1696964131,1696964131
"2022-12-31","000062.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",23941299880,21366167369,2575132511,185079571,52702246,548866325,601568572,5531264,1172568342,22538735712,-177941093.13,27059950,196071947,164146293,1463477527,1484702867,-201603212,1283099655,5531264,1288630919,208920196,1079760062,0,-4,952451389,0,952451389,0.91,0.91,1045909322,1045909322
"2022-12-31","000063.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",122954418000,77227569000,45726849000,21602300000,2378486000,9173329000,11551815000,2012037000,35166152000,112393721000,317701000,2439825000,1945963000,4351392000,15131450000,10780058000,2817957000,13598015000,-4846359000,8751656000,960046000,7697888000,0,93722000,8080295000,0,8080295000,1.71,1.71,4736112508,4736112508
"2022-12-31","000065.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",13433273051,11587105875,1846167176,20229085,114391223,367267874,481659097,187276867,689165051,12276270926,-39232015,160940326,184082928,255317709,1398688954,1149614059,-195225632,1618329157,8169494,965531131,162180040,803501516,-2973210,2973209,636159328,0,636159328,0.67,0.62,955052557,1023595785
"2022-12-31","000066.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",14027336139,10490832566,3536503573,1321595338,187352066,525399021,712751087,615036108,2649382533,13140215100,-265394218.41,58950810,316807690,591754331,1118526183,570139928,-283511715,1018356526,-33295976,253332237,27056355,228822300,-33324290,33324289,226275881,0,122773876,0.0715,0.0715,3165286266,3165286266
"2022-12-31","000068.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",1108589760,989115901,119473859,13141774,28761526,11139799,39901325,91027201,144070301,1133186203,-51997360.04,83267650,128074906,25407541,-80088429,-113430368.09,-9834471.909999996,-24596443.220000014,-118240434.84,-241505274.84,-7139364,-234179672,0,0,-234365910.84,7.370000004768372,-217469849.37,-0.23,-0.23,1006671464,1006671464
"2022-12-31","000069.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",76767105130,59236660300,17530444830,0,721129386,3198308156,3919437542,5849599317,9769036859,69005697160,-2703509652.12,1833714696,4499531717,3374156240,-1732465995,-5385143996.54,1114493111,7345108321,-5614024829.4,-9884675714.4,2882464722,-12766421012.43,2464955711,-2464955703,-12767140436.4,8.40999984741211,-10904910148.41,-1.59,-1.59,8037758053,8037758053
"2022-12-31","000070.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",3316777826140,2773465999170,543311826970,25624000000,27201000000,188145000000,215346000000,170017550000,410987550000,3184453549170,-19353975920,14414000000,33768000000,114032000000,246356276850,160431546390,-28107269540,132324276850,-5660706460,126663570390,20814211060,105849359330,0,-10,105849359330,0,71009173130,13676,13676,7739518,7739518
"2022-12-31","000070.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",4191611230,3524258129,667353101,303586901,36020186,120702584,156722771,115273704,575583377,4099841506,-89938139.49,40143296,125601731,194305485,381925888,191387035,-134251498,296725408,8649767,65785304,11881930,53993632,-8246341,8246340,53903373,0,13349009,0.0663,0.0663,812636360,812636360
"2022-12-31","000075.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",3316777826140,2773465999170,543311826970,25624000000,27201000000,188145000000,215346000000,170017550000,410987550000,3184453549170,-19353975920,14414000000,33768000000,114032000000,246356276850,160431546390,-28107269540,132324276850,-5660706460,126663570390,20814211060,105849359330,0,-10,105849359330,0,71009173130,13676,13676,7739518,7739518
"2022-12-31","000078.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",37834858745,34045035123,3789823622,48433791,400584470,1517647144,1918231615,813383046,2780048453,36825083577,-905216453.45,65473197,930858502,298748755,523195793,77699001,874661098,952360099,-1805519593,-853159500.77,138971848,-991449516.42,8.289999954402447,1,-992131349.26,9.289999961853027,-1026968798.29,-0.38,-0.38,2631123257,2631123257
"2022-12-31","000080.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",2497554821440,1434317829060,1063236992380,4230176000,206320499740,352991975120,559312474860,313209484010,872521958870,2306839787930,-30027785380,8587263410,38615048780,152066575720,312062302652,159995726932,30575522198,190571249130,-69190570990,121380678140,34564419300,86816258840,0,0,87001703820,0,87001703820,1250,1250,69534554,69601363
"2022-12-31","000087.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",2497554821440,1434317829060,1063236992380,4230176000,206320499740,352991975120,559312474860,313209484010,872521958870,2306839787930,-30027785380,8587263410,38615048780,152066575720,312062302652,159995726932,30575522198,190571249130,-69190570990,121380678140,34564419300,86816258840,0,0,87001703820,0,87001703820,1250,1250,69534554,69601363
"2022-12-31","000088.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",797609609,525366462,272243147,944521,25237050,11017201,36254251,48607480,85806254,611172716,-35136474.53,39961601,75025487,184774839,752242176,637402396,-76222958,531355060,1197471,532552531,47246998,515054560,0,-1,471874494,0,471874494,0.2,0.2,2249161747,2249161747
"2022-12-31","000089.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",2671177612,3610862891,-939685279,0,15937293,9529619,25466912,117429297,142896210,3753759101,-366729368.34,13776577,380349241,1159917624,61901698,-1055684756.08,-23746571.470000148,-1079431327.5500002,-356602669.5799999,-1436033997.13,-307772808.01,-1109531134,0,0.6300000008195639,-1128261189.1200001,0.5199999809265137,-1123951387.52,-0.55,-0.55,2050769509,2050769509
"2022-12-31","000090.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",26463994191,21078030233,5385963958,526733196,77311144,181055502,258366647,755058627,1540158470,22618188703,-379720508.56,96921157,455120671,391676605,3624305846,3268919599,716653780,3985573379,-1213138040,2813798928,843133551,1972705371,-41363589,41363588,1951844361,0,1951844361,1.04,1.04,1868545434,1868545434
"2022-12-31","000096.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",2100247551,1922716636,177530915,0,6554102,68409443,74963546,50446736,125410282,2048126919,40298358,43562840,218479,17769775,97700402,83136849,-399297,82737552,180819,82918369,24217589,58691945,0,0,55134790,0,55134790,0.1,0.1,528000000,528000000
"2022-12-31","000099.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",1798114401,1433946029,364168372,15324624,15406761,14633149,30039911,40273278,85637813,1519583843,-33553867.82,14357887,44071100,402765384,656768932,249988653,-44155980,286721160,84880,205917553,35944087,169973465,0,1,194230177,-5,194230182,0.25,0.25,775770137,775770137
"2022-12-31","0001.HK","HKD","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",262497000000,217239000000,45258000000,0,5494000000,19204000000,19621000000,188000000,19621000000,236860000000,-9052000000,9145000000,9104000000,39788000000,65425000000,25637000000,69099000000,25637000000,-62047000000,32689000000,8274000000,43659000000,0,0,36680000000,0,36680000000,9.57,9.57,3834106390,3834106390
"2022-12-31","0001.KL","MYR","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",158307803,110076927,48230876,0,8547504,2804986,11352490,82024,12738469,122815396,555306,555306,0,6402026,39083671,35492407,1623036,32681645,5647116,42762559,9864395,32898164,0,0,32898164,0,32898164,0.0432,0.0404,761653104,814451600
"2022-12-31","000100.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",1775846942740,1257645400810,518201541930,107103257000,27707089000,172688195000,200395284000,174674034000,482172575000,1739817975810,6112774540,9580821000,3468047000,43018512702,78069909611,35051396909,71405156571,106456553480,-11530179860,94926373480,4333847310,90592526170,0,0,95144301420,0,95144301420,1265.47,1265.47,75184661,75184661
"2022-12-31","000100.SZ","CNY","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",166632146000,151949019000,14683127000,8633638000,1410340000,1950528000,3360868000,-147221000,11847285000,163796304000,-3870771000,723665000,4468008000,22698531000,25451279000,2752748000,6609942000,9362690000,-8305639000,1057051000,-731008000,1788059000,0,0,1788059000,0,261319000,0.12,0.11,15054601236,15558525541
"2022-12-31","000105.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",1775846942740,1257645400810,518201541930,107103257000,27707089000,172688195000,200395284000,174674034000,482172575000,1739817975810,6112774540,9580821000,3468047000,43018512702,78069909611,35051396909,71405156571,106456553480,-11530179860,94926373480,4333847310,90592526170,0,0,95144301420,0,95144301420,1265.47,1265.47,75184661,75184661
"2022-12-31","000120.KS","KRW","0000000000","2022-12-31","2022-12-30 19:00:00","2022","FY",12130712862370,10944706303200,1186006559170,0,55299344000,222827985000,278127329000,495522897000,773650226000,11718356529200,-103526718890,15326522000,118399466000,512080452000,915512424250,403743276340,8043610900,411786887240,-126443076900,285343810340,88522025920,196821784420,0,0,181552551810,0,181552551810,8190.12,8190.12,19944872,19944872
